"date","VXFXICLS"
2012-07-16,26.73
2012-07-17,25.76
2012-07-18,26.04
2012-07-19,25.93
2012-07-20,26.49
2012-07-23,29.57
2012-07-24,30.44
2012-07-25,29.71
2012-07-26,28.06
2012-07-27,26.75
2012-07-30,27.23
2012-07-31,27.5
2012-08-01,27.81
2012-08-02,27.68
2012-08-03,25.45
2012-08-06,25.19
2012-08-07,24.69
2012-08-08,24.02
2012-08-09,24.05
2012-08-10,22.99
2012-08-13,21.97
2012-08-14,22.73
2012-08-15,22.25
2012-08-16,22.78
2012-08-17,20.92
2012-08-20,22.6
2012-08-21,23.25
2012-08-22,23.51
2012-08-23,23.33
2012-08-24,23.81
2012-08-27,25.39
2012-08-28,25.21
2012-08-29,25.74
2012-08-30,26.87
2012-08-31,25.93
2012-09-03,NA
2012-09-04,27.54
2012-09-05,27.11
2012-09-06,24.95
2012-09-07,23.47
2012-09-10,24.86
2012-09-11,24.81
2012-09-12,25.11
2012-09-13,24.62
2012-09-14,24.01
2012-09-17,23.8
2012-09-18,23.74
2012-09-19,22.58
2012-09-20,22.92
2012-09-21,21.62
2012-09-24,22.35
2012-09-25,23.57
2012-09-26,24.24
2012-09-27,23.31
2012-09-28,23.15
2012-10-01,24.2
2012-10-02,23.95
2012-10-03,23.94
2012-10-04,23.36
2012-10-05,22.74
2012-10-08,23.06
2012-10-09,24.44
2012-10-10,24.44
2012-10-11,23.69
2012-10-12,23.38
2012-10-15,23.21
2012-10-16,23.58
2012-10-17,23.67
2012-10-18,22.54
2012-10-19,23.1
2012-10-22,22.93
2012-10-23,25
2012-10-24,24.51
2012-10-25,23.73
2012-10-26,24.29
2012-10-29,NA
2012-10-30,NA
2012-10-31,23.13
2012-11-01,22.99
2012-11-02,23.66
2012-11-05,24.53
2012-11-06,23.65
2012-11-07,24.32
2012-11-08,25.61
2012-11-09,25.21
2012-11-12,24.26
2012-11-13,24.3
2012-11-14,24.7
2012-11-15,24.97
2012-11-16,24.28
2012-11-19,22.5
2012-11-20,22.57
2012-11-21,22.32
2012-11-22,NA
2012-11-23,22.32
2012-11-26,22.94
2012-11-27,23.22
2012-11-28,23.65
2012-11-29,22.81
2012-11-30,22.46
2012-12-03,23.4
2012-12-04,23.53
2012-12-05,24.31
2012-12-06,23.27
2012-12-07,22.36
2012-12-10,23.95
2012-12-11,23.04
2012-12-12,23.04
2012-12-13,23.45
2012-12-14,23.81
2012-12-17,23.21
2012-12-18,22.9
2012-12-19,23.52
2012-12-20,23.04
2012-12-21,24.19
2012-12-24,24.19
2012-12-25,NA
2012-12-26,23.98
2012-12-27,23.66
2012-12-28,25.42
2012-12-31,24.53
2013-01-01,NA
2013-01-02,22.1
2013-01-03,21.52
2013-01-04,20.41
2013-01-07,20.87
2013-01-08,21.06
2013-01-09,20.4
2013-01-10,20.29
2013-01-11,20.26
2013-01-14,19.39
2013-01-15,19.88
2013-01-16,20.66
2013-01-17,20.74
2013-01-18,19.16
2013-01-21,NA
2013-01-22,19.39
2013-01-23,18.56
2013-01-24,18.87
2013-01-25,18.93
2013-01-28,19.63
2013-01-29,19.72
2013-01-30,19.76
2013-01-31,20.19
2013-02-01,19.38
2013-02-04,20.69
2013-02-05,20.13
2013-02-06,19.74
2013-02-07,20.34
2013-02-08,19.41
2013-02-11,19.76
2013-02-12,18.81
2013-02-13,18.66
2013-02-14,18.78
2013-02-15,18.49
2013-02-18,NA
2013-02-19,19.56
2013-02-20,20.44
2013-02-21,21.23
2013-02-22,21.04
2013-02-25,23.8
2013-02-26,23.4
2013-02-27,21.82
2013-02-28,21.21
2013-03-01,21.68
2013-03-04,22.77
2013-03-05,22.3
2013-03-06,21.59
2013-03-07,20.8
2013-03-08,20.53
2013-03-11,21.62
2013-03-12,21.02
2013-03-13,21.82
2013-03-14,21.08
2013-03-15,21.02
2013-03-18,22.39
2013-03-19,23.3
2013-03-20,22.95
2013-03-21,23.89
2013-03-22,23.22
2013-03-25,22.81
2013-03-26,21.8
2013-03-27,21.3
2013-03-28,21.49
2013-03-29,NA
2013-04-01,22.41
2013-04-02,22.03
2013-04-03,23.05
2013-04-04,22.84
2013-04-05,23.39
2013-04-08,23.74
2013-04-09,23.23
2013-04-10,22.84
2013-04-11,22.65
2013-04-12,22.79
2013-04-15,25.85
2013-04-16,24.44
2013-04-17,27.18
2013-04-18,26.29
2013-04-19,24.43
2013-04-22,24.39
2013-04-23,23.83
2013-04-24,23.24
2013-04-25,23.48
2013-04-26,23.24
2013-04-29,22.7
2013-04-30,21.93
2013-05-01,23.28
2013-05-02,22.66
2013-05-03,21.61
2013-05-06,21.95
2013-05-07,20.88
2013-05-08,21.2
2013-05-09,21.62
2013-05-10,21.39
2013-05-13,21.35
2013-05-14,21.43
2013-05-15,20.77
2013-05-16,20.17
2013-05-17,19.66
2013-05-20,21.27
2013-05-21,20.98
2013-05-22,22.98
2013-05-23,23.3
2013-05-24,24.47
2013-05-27,NA
2013-05-28,23.69
2013-05-29,24.65
2013-05-30,24.2
2013-05-31,25.22
2013-06-03,24.69
2013-06-04,24.83
2013-06-05,25.45
2013-06-06,26.04
2013-06-07,25.74
2013-06-10,25.48
2013-06-11,26.89
2013-06-12,27.97
2013-06-13,27.23
2013-06-14,28.48
2013-06-17,28.35
2013-06-18,28.24
2013-06-19,27.63
2013-06-20,35.18
2013-06-21,31.58
2013-06-24,35.21
2013-06-25,34.31
2013-06-26,31.69
2013-06-27,30.61
2013-06-28,29.62
2013-07-01,28.63
2013-07-02,30.64
2013-07-03,31.93
2013-07-04,NA
2013-07-05,30.81
2013-07-08,30.41
2013-07-09,28.83
2013-07-10,28.29
2013-07-11,27.43
2013-07-12,28.6
2013-07-15,27.75
2013-07-16,28.35
2013-07-17,28.3
2013-07-18,27.22
2013-07-19,26.3
2013-07-22,25.35
2013-07-23,24.05
2013-07-24,24.48
2013-07-25,23.71
2013-07-26,23.24
2013-07-29,24.76
2013-07-30,24.8
2013-07-31,24.59
2013-08-01,23.96
2013-08-02,23.53
2013-08-05,22.91
2013-08-06,23.25
2013-08-07,24.56
2013-08-08,24.91
2013-08-09,24.04
2013-08-12,22.92
2013-08-13,23.68
2013-08-14,23.57
2013-08-15,24.21
2013-08-16,24.61
2013-08-19,24.93
2013-08-20,25.37
2013-08-21,26.38
2013-08-22,25.31
2013-08-23,24.77
2013-08-26,25.29
2013-08-27,27.21
2013-08-28,27.93
2013-08-29,28.13
2013-08-30,27.47
2013-09-02,NA
2013-09-03,28.2
2013-09-04,27.44
2013-09-05,26.55
2013-09-06,26.38
2013-09-09,26.69
2013-09-10,25.69
2013-09-11,25.09
2013-09-12,24.98
2013-09-13,25.07
2013-09-16,25.55
2013-09-17,26.01
2013-09-18,25.03
2013-09-19,23.71
2013-09-20,24.8
2013-09-23,24.38
2013-09-24,24.21
2013-09-25,23.67
2013-09-26,22.9
2013-09-27,23.07
2013-09-30,25.51
2013-10-01,25.38
2013-10-02,24.87
2013-10-03,25.24
2013-10-04,24.83
2013-10-07,26.73
2013-10-08,27.59
2013-10-09,27.03
2013-10-10,25.38
2013-10-11,24.63
2013-10-14,24.88
2013-10-15,26.31
2013-10-16,24.46
2013-10-17,22.69
2013-10-18,21.46
2013-10-21,20.95
2013-10-22,21.65
2013-10-23,23.52
2013-10-24,24.4
2013-10-25,23.98
2013-10-28,23.86
2013-10-29,22.94
2013-10-30,23.15
2013-10-31,22.38
2013-11-01,23.15
2013-11-04,22.62
2013-11-05,24.27
2013-11-06,23.94
2013-11-07,24.63
2013-11-08,23.96
2013-11-11,23.84
2013-11-12,23.08
2013-11-13,24.04
2013-11-14,23.35
2013-11-15,24.93
2013-11-18,28.17
2013-11-19,27.11
2013-11-20,26.72
2013-11-21,26.43
2013-11-22,25.6
2013-11-25,25.46
2013-11-26,25.22
2013-11-27,25.51
2013-11-28,NA
2013-11-29,24.53
2013-12-02,25.37
2013-12-03,26.08
2013-12-04,26.18
2013-12-05,26.04
2013-12-06,25.4
2013-12-09,25.97
2013-12-10,24.58
2013-12-11,25.37
2013-12-12,25.4
2013-12-13,24.31
2013-12-16,24.43
2013-12-17,24.59
2013-12-18,22.56
2013-12-19,23.54
2013-12-20,22.31
2013-12-23,21.62
2013-12-24,21.62
2013-12-25,NA
2013-12-26,21.85
2013-12-27,21.67
2013-12-30,21.25
2013-12-31,21.65
2014-01-01,NA
2014-01-02,24.49
2014-01-03,24.78
2014-01-06,24.3
2014-01-07,23.46
2014-01-08,23.51
2014-01-09,24.47
2014-01-10,23.32
2014-01-13,23.44
2014-01-14,21.94
2014-01-15,22.33
2014-01-16,22.67
2014-01-17,22.22
2014-01-20,NA
2014-01-21,22.78
2014-01-22,21.74
2014-01-23,25.12
2014-01-24,27.31
2014-01-27,28.59
2014-01-28,29.46
2014-01-29,28.03
2014-01-30,28.51
2014-01-31,29.42
2014-02-03,31.44
2014-02-04,30.61
2014-02-05,31.94
2014-02-06,30.09
2014-02-07,28.8
2014-02-10,29.19
2014-02-11,28.17
2014-02-12,28.14
2014-02-13,26.73
2014-02-14,25.98
2014-02-17,NA
2014-02-18,26.45
2014-02-19,26.68
2014-02-20,26.81
2014-02-21,26.73
2014-02-24,27.02
2014-02-25,26.97
2014-02-26,26.57
2014-02-27,26.3
2014-02-28,26.63
2014-03-03,27.95
2014-03-04,26.69
2014-03-05,27.3
2014-03-06,25.99
2014-03-07,25.65
2014-03-10,27.41
2014-03-11,27.88
2014-03-12,28.01
2014-03-13,29.4
2014-03-14,29.1
2014-03-17,27.54
2014-03-18,25.43
2014-03-19,25.97
2014-03-20,25.64
2014-03-21,26.25
2014-03-24,26.74
2014-03-25,26.43
2014-03-26,26.23
2014-03-27,26.36
2014-03-28,26.16
2014-03-31,24.71
2014-04-01,23.92
2014-04-02,23.25
2014-04-03,22.74
2014-04-04,23.31
2014-04-07,23.67
2014-04-08,23.03
2014-04-09,22.62
2014-04-10,23.9
2014-04-11,24.11
2014-04-14,23.25
2014-04-15,23.94
2014-04-16,22.49
2014-04-17,21.74
2014-04-18,NA
2014-04-21,22.51
2014-04-22,22.05
2014-04-23,22.07
2014-04-24,21.34
2014-04-25,21.81
2014-04-28,22.76
2014-04-29,22.17
2014-04-30,21.02
2014-05-01,21.33
2014-05-02,20.61
2014-05-05,21.15
2014-05-06,21.21
2014-05-07,21.19
2014-05-08,21.07
2014-05-09,20.08
2014-05-12,18.64
2014-05-13,18.62
2014-05-14,19.14
2014-05-15,19.64
2014-05-16,19.73
2014-05-19,19.85
2014-05-20,19.84
2014-05-21,19.81
2014-05-22,19.25
2014-05-23,18.9
2014-05-26,NA
2014-05-27,19.16
2014-05-28,19.42
2014-05-29,19.4
2014-05-30,19.7
2014-06-02,20.52
2014-06-03,20.99
2014-06-04,20.57
2014-06-05,20.37
2014-06-06,19.55
2014-06-09,19.16
2014-06-10,18.81
2014-06-11,19.05
2014-06-12,19.59
2014-06-13,19.42
2014-06-16,19.8
2014-06-17,19.28
2014-06-18,18.41
2014-06-19,18.35
2014-06-20,17.59
2014-06-23,18.29
2014-06-24,17.76
2014-06-25,17.78
2014-06-26,17.3
2014-06-27,17.02
2014-06-30,16.97
2014-07-01,16.93
2014-07-02,17.55
2014-07-03,17.28
2014-07-04,NA
2014-07-07,17.93
2014-07-08,17.93
2014-07-09,18.01
2014-07-10,17.93
2014-07-11,17.98
2014-07-14,18.07
2014-07-15,17.75
2014-07-16,17.94
2014-07-17,18.7
2014-07-18,18.04
2014-07-21,18.49
2014-07-22,18.45
2014-07-23,18.71
2014-07-24,19.88
2014-07-25,19.68
2014-07-28,20.92
2014-07-29,21.3
2014-07-30,21.25
2014-07-31,21.43
2014-08-01,21.55
2014-08-04,21.49
2014-08-05,22.15
2014-08-06,22.1
2014-08-07,22.86
2014-08-08,22.72
2014-08-11,22.7
2014-08-12,22.04
2014-08-13,21.08
2014-08-14,20.12
2014-08-15,19.42
2014-08-18,19.41
2014-08-19,19.18
2014-08-20,19.15
2014-08-21,19.2
2014-08-22,18.66
2014-08-25,18.51
2014-08-26,18.18
2014-08-27,18.03
2014-08-28,17.96
2014-08-29,17.33
2014-09-01,NA
2014-09-02,17.39
2014-09-03,18.9
2014-09-04,18.98
2014-09-05,19.27
2014-09-08,19.34
2014-09-09,19.76
2014-09-10,20.09
2014-09-11,20.29
2014-09-12,20.77
2014-09-15,21.74
2014-09-16,22.64
2014-09-17,21.72
2014-09-18,21.31
2014-09-19,20.72
2014-09-22,22.12
2014-09-23,21.22
2014-09-24,21
2014-09-25,21.96
2014-09-26,21.41
2014-09-29,23.76
2014-09-30,23.99
2014-10-01,25.08
2014-10-02,25.87
2014-10-03,24.89
2014-10-06,24.97
2014-10-07,24.78
2014-10-08,24.4
2014-10-09,24.92
2014-10-10,26.05
2014-10-13,26.83
2014-10-14,27.99
2014-10-15,29.13
2014-10-16,30.5
2014-10-17,26.91
2014-10-20,25.76
2014-10-21,24.44
2014-10-22,23.82
2014-10-23,23.46
2014-10-24,23.39
2014-10-27,22.68
2014-10-28,22.84
2014-10-29,22.99
2014-10-30,22.44
2014-10-31,22.72
2014-11-03,23.39
2014-11-04,23.12
2014-11-05,23.35
2014-11-06,23.28
2014-11-07,22.94
2014-11-10,23.61
2014-11-11,23.81
2014-11-12,24.16
2014-11-13,25.1
2014-11-14,25.78
2014-11-17,24.44
2014-11-18,23.87
2014-11-19,22.68
2014-11-20,21.43
2014-11-21,23.25
2014-11-24,23.29
2014-11-25,22.41
2014-11-26,24.24
2014-11-27,NA
2014-11-28,23.87
2014-12-01,24.43
2014-12-02,25.84
2014-12-03,26.08
2014-12-04,28.88
2014-12-05,29.28
2014-12-08,28.47
2014-12-09,28.64
2014-12-10,27.67
2014-12-11,27.3
2014-12-12,26.73
2014-12-15,26.32
2014-12-16,26.65
2014-12-17,28.15
2014-12-18,26.12
2014-12-19,25.84
2014-12-22,26.03
2014-12-23,25.06
2014-12-24,25.18
2014-12-25,NA
2014-12-26,27.1
2014-12-29,26.68
2014-12-30,25.92
2014-12-31,26.01
2015-01-01,NA
2015-01-02,26.46
2015-01-05,26.97
2015-01-06,27.24
2015-01-07,27.11
2015-01-08,25.57
2015-01-09,25.39
2015-01-12,25.69
2015-01-13,24.82
2015-01-14,25.49
2015-01-15,26.1
2015-01-16,26.17
2015-01-19,NA
2015-01-20,27.86
2015-01-21,26.72
2015-01-22,26.66
2015-01-23,25.83
2015-01-26,25.6
2015-01-27,25.16
2015-01-28,25.04
2015-01-29,25.26
2015-01-30,25.52
2015-02-02,25.98
2015-02-03,25.94
2015-02-04,27.32
2015-02-05,26.06
2015-02-06,24.87
2015-02-09,24.98
2015-02-10,23.99
2015-02-11,23.03
2015-02-12,22.51
2015-02-13,21.59
2015-02-16,NA
2015-02-17,20.99
2015-02-18,20.91
2015-02-19,20.78
2015-02-20,20.61
2015-02-23,21.35
2015-02-24,21.35
2015-02-25,21.1
2015-02-26,21.03
2015-02-27,20.93
2015-03-02,20.66
2015-03-03,20.68
2015-03-04,20.92
2015-03-05,20.85
2015-03-06,20.81
2015-03-09,21.34
2015-03-10,21.89
2015-03-11,21.95
2015-03-12,22.44
2015-03-13,23.07
2015-03-16,23.67
2015-03-17,23.38
2015-03-18,23.33
2015-03-19,22.27
2015-03-20,21.22
2015-03-23,21.2
2015-03-24,20.15
2015-03-25,20.14
2015-03-26,20.17
2015-03-27,20.56
2015-03-30,23.93
2015-03-31,22.42
2015-04-01,23.12
2015-04-02,22.87
2015-04-03,NA
2015-04-06,24.38
2015-04-07,24.35
2015-04-08,29.65
2015-04-09,34.08
2015-04-10,33.85
2015-04-13,38.09
2015-04-14,34.53
2015-04-15,32.44
2015-04-16,31
2015-04-17,32.67
2015-04-20,32.39
2015-04-21,30.95
2015-04-22,31.45
2015-04-23,31.84
2015-04-24,33.03
2015-04-27,33.89
2015-04-28,32.58
2015-04-29,32.31
2015-04-30,30.82
2015-05-01,30.1
2015-05-04,29.31
2015-05-05,30.73
2015-05-06,31.51
2015-05-07,31.01
2015-05-08,30.68
2015-05-11,29.07
2015-05-12,29.11
2015-05-13,27.45
2015-05-14,27.09
2015-05-15,27.21
2015-05-18,27.7
2015-05-19,28.94
2015-05-20,28.68
2015-05-21,28.08
2015-05-22,29.71
2015-05-25,NA
2015-05-26,31.28
2015-05-27,30.76
2015-05-28,31.78
2015-05-29,30.58
2015-06-01,31.18
2015-06-02,30.57
2015-06-03,29.87
2015-06-04,31.37
2015-06-05,31.48
2015-06-08,32.29
2015-06-09,32.37
2015-06-10,30.42
2015-06-11,29.59
2015-06-12,30.1
2015-06-15,31.12
2015-06-16,31.99
2015-06-17,31.13
2015-06-18,30.24
2015-06-19,29.73
2015-06-22,29.12
2015-06-23,28.13
2015-06-24,27.8
2015-06-25,27.58
2015-06-26,29.36
2015-06-29,32.25
2015-06-30,31.62
2015-07-01,30.95
2015-07-02,30.31
2015-07-03,NA
2015-07-06,31.53
2015-07-07,36.23
2015-07-08,46.81
2015-07-09,42.75
2015-07-10,38.91
2015-07-13,34.37
2015-07-14,32.56
2015-07-15,32.14
2015-07-16,30.23
2015-07-17,29.52
2015-07-20,28.29
2015-07-21,27.19
2015-07-22,26.51
2015-07-23,28.94
2015-07-24,30.61
2015-07-27,38.51
2015-07-28,33.85
2015-07-29,30.97
2015-07-30,30.25
2015-07-31,30.35
2015-08-03,30.99
2015-08-04,29.53
2015-08-05,29.11
2015-08-06,29.17
2015-08-07,29.09
2015-08-10,29.27
2015-08-11,32.02
2015-08-12,33.28
2015-08-13,31.43
2015-08-14,29.87
2015-08-17,30.37
2015-08-18,30.99
2015-08-19,32.67
2015-08-20,36.33
2015-08-21,40.51
2015-08-24,58.4
2015-08-25,53.03
2015-08-26,47.13
2015-08-27,41.8
2015-08-28,45.85
2015-08-31,45.58
2015-09-01,53.69
2015-09-02,49.23
2015-09-03,47.36
2015-09-04,55.47
2015-09-07,NA
2015-09-08,48.96
2015-09-09,46.86
2015-09-10,49.02
2015-09-11,47.71
2015-09-14,47.48
2015-09-15,45.72
2015-09-16,42.51
2015-09-17,39.17
2015-09-18,40.85
2015-09-21,37.84
2015-09-22,39.91
2015-09-23,40.64
2015-09-24,41.41
2015-09-25,40.34
2015-09-28,43.47
2015-09-29,42.84
2015-09-30,40.24
2015-10-01,38.96
2015-10-02,37.79
2015-10-05,36.58
2015-10-06,36.34
2015-10-07,35.56
2015-10-08,34.9
2015-10-09,34.11
2015-10-12,32.77
2015-10-13,32.81
2015-10-14,33.53
2015-10-15,32.23
2015-10-16,32
2015-10-19,31.5
2015-10-20,31.24
2015-10-21,31.15
2015-10-22,30.43
2015-10-23,30.31
2015-10-26,31.27
2015-10-27,31.38
2015-10-28,31.44
2015-10-29,31.62
2015-10-30,29.65
2015-11-02,29.28
2015-11-03,28.72
2015-11-04,28.92
2015-11-05,29.51
2015-11-06,28.47
2015-11-09,30.48
2015-11-10,29.94
2015-11-11,28.92
2015-11-12,29.43
2015-11-13,31.01
2015-11-16,31.11
2015-11-17,30.22
2015-11-18,29.08
2015-11-19,28.99
2015-11-20,28.67
2015-11-23,27.52
2015-11-24,27.67
2015-11-25,26.91
2015-11-26,NA
2015-11-27,27.56
2015-11-30,29.42
2015-12-01,28.57
2015-12-02,28.83
2015-12-03,28.56
2015-12-04,27.39
2015-12-07,27.99
2015-12-08,29.6
2015-12-09,29.5
2015-12-10,30.87
2015-12-11,36.42
2015-12-14,35.26
2015-12-15,32.49
2015-12-16,30.12
2015-12-17,28.72
2015-12-18,28.9
2015-12-21,28.02
2015-12-22,27.25
2015-12-23,25.87
2015-12-24,25.75
2015-12-25,NA
2015-12-28,27.69
2015-12-29,26.73
2015-12-30,26.6
2015-12-31,27.02
2016-01-01,NA
2016-01-04,32.07
2016-01-05,31.52
2016-01-06,33.36
2016-01-07,43.85
2016-01-08,43.54
2016-01-11,41.43
2016-01-12,39.64
2016-01-13,40.58
2016-01-14,37.76
2016-01-15,43.27
2016-01-18,NA
2016-01-19,39.62
2016-01-20,43.36
2016-01-21,43.26
2016-01-22,38.71
2016-01-25,40.53
2016-01-26,39.98
2016-01-27,39.24
2016-01-28,38.14
2016-01-29,34.52
2016-02-01,35.61
2016-02-02,38.31
2016-02-03,37.77
